entry_date,exit_date,entry_price,exit_price,stop_price,qqq_close,qqq_ma20,qqq_ma65,shares,notional,gross_pnl,net_pnl,R_multiple,exit_reason,cum_pnl,account_equity,tactical_equity
2022-08-01,2022-08-02,15.9077,15.5096,15.5096,308.0042,290.5289,289.8704,628,9990.02,-250.0,-250.0,-1.0,stop_loss,3927.25,28927.25,13927.25
2022-08-15,2022-08-16,18.5725,18.1078,18.1078,325.3842,307.1205,291.6807,538,9991.99,-250.0,-250.0,-1.0,stop_loss,3677.25,28677.25,13677.25
2022-09-12,2022-09-13,14.7711,14.4012,14.4012,303.5786,304.1794,294.655,676,9985.24,-250.0,-250.0,-1.0,stop_loss,3427.25,28427.25,13427.25
2022-09-19,2022-09-20,12.0299,11.729,11.729,284.8533,295.1794,295.2876,831,9996.81,-250.0,-250.0,-1.0,stop_loss,3177.25,28177.25,13177.25
2022-10-03,2022-10-07,9.8665,9.6197,9.6197,267.7063,280.6978,294.5058,1013,9994.75,-250.0,-250.0,-1.0,stop_loss,2927.25,27927.25,12927.25
2022-10-17,2022-10-21,9.217,8.9864,8.9864,263.6154,267.8248,291.8135,1084,9991.22,-250.0,-250.0,-1.0,stop_loss,2677.25,27677.25,12677.25
2022-10-24,2022-10-27,10.1578,9.9037,9.9037,272.5216,266.0,289.819,984,9995.27,-250.0,-250.0,-1.0,stop_loss,2427.25,27427.25,12427.25
2022-11-07,2022-11-09,8.8445,8.6233,8.6233,261.8928,265.0834,283.9163,1130,9994.28,-250.0,-250.0,-1.0,stop_loss,2177.25,27177.25,12177.25
2022-12-12,2022-12-14,10.3393,10.0807,10.0807,279.4997,279.7988,273.3801,967,9998.08,-250.0,-250.0,-1.0,stop_loss,1927.25,26927.25,11927.25
2023-01-23,2023-01-25,10.4313,10.1704,10.1704,283.4849,266.7614,271.5505,958,9993.22,-250.0,-250.0,-1.0,stop_loss,1677.25,26677.25,11677.25
2023-02-06,2023-02-09,11.9387,11.64,11.64,297.8377,282.5504,274.8233,837,9992.67,-250.0,-250.0,-1.0,stop_loss,1427.25,26427.25,11427.25
2023-02-13,2023-02-14,11.9771,11.6773,11.6773,298.7304,289.3781,277.7713,834,9988.88,-250.0,-250.0,-1.0,stop_loss,1177.25,26177.25,11177.25
2023-04-03,2023-04-05,13.5485,13.2098,13.2098,314.5701,299.6265,289.0503,738,9998.82,-250.0,-250.0,-1.0,stop_loss,927.25,25927.25,10927.25
2023-03-13,2023-04-10,10.2393,13.2154,9.9832,285.1821,291.3642,281.2206,976,9993.58,2904.63,2904.63,11.619,time_exit,3831.88,28831.88,13831.880000000001
2023-04-10,2023-04-12,13.2154,12.8847,12.8847,312.3299,304.4095,292.2189,756,9990.82,-250.0,-250.0,-1.0,stop_loss,3581.88,28581.88,13581.880000000001
2023-03-20,2023-04-17,11.9195,13.2781,11.6211,300.6373,290.8788,282.6945,838,9988.52,1138.57,1138.57,4.554,time_exit,4720.45,29720.45,14720.45
2023-04-17,2023-04-20,13.2781,12.9461,12.9461,313.283,308.7627,295.79,753,9998.44,-250.0,-250.0,-1.0,stop_loss,4470.45,29470.45,14470.45
2023-05-01,2023-05-02,13.6016,13.2615,13.2615,316.5746,311.9604,300.9611,735,9997.21,-250.0,-250.0,-1.0,stop_loss,4220.45,29220.45,14220.45
2023-05-22,2023-05-23,15.4847,15.0971,15.0971,331.7553,318.3963,306.3743,645,9987.65,-250.0,-250.0,-1.0,stop_loss,3970.45,28970.45,13970.45
2023-05-08,2023-06-05,13.732,17.8169,13.3886,318.0485,312.3712,302.5927,728,9996.91,2973.76,2973.76,11.895,time_exit,6944.21,31944.21,16944.21
2023-06-05,2023-06-07,17.8169,17.3712,17.3712,348.7145,330.677,313.4237,561,9995.26,-250.0,-250.0,-1.0,stop_loss,6694.21,31694.21,16694.21
2023-05-15,2023-06-12,14.0845,18.5846,13.7324,321.0945,314.3044,304.1264,710,9999.99,3195.06,3195.06,12.78,time_exit,9889.27,34889.270000000004,19889.27
2023-06-12,2023-06-26,18.5846,18.1199,18.1199,354.207,338.0511,317.7709,538,9998.5,-250.0,-250.0,-1.0,stop_loss,9639.27,34639.270000000004,19639.27
2023-07-03,2023-07-06,19.9947,19.4947,19.4947,364.3353,355.992,330.8136,500,9997.37,-250.0,-250.0,-1.0,stop_loss,9389.27,34389.270000000004,19389.27
2023-07-17,2023-07-20,21.9128,21.3646,21.3646,376.4572,362.4101,338.3751,456,9992.26,-250.0,-250.0,-1.0,stop_loss,9139.27,34139.270000000004,19139.27
2023-07-10,2023-08-04,19.3263,19.9269,18.8428,360.4685,358.9715,333.7844,517,9991.7,310.52,310.52,1.242,time_exit,9449.79,34449.79,19449.79
2023-08-07,2023-08-08,20.421,19.9097,19.9097,369.1565,371.9268,352.2741,489,9985.86,-250.0,-250.0,-1.0,stop_loss,9199.79,34199.79,19199.79
2023-08-14,2023-08-15,19.5637,19.0744,19.0744,364.3944,370.1198,355.8732,511,9997.03,-250.0,-250.0,-1.0,stop_loss,8949.79,33949.79,18949.79
2023-08-21,2023-08-24,18.4835,18.0214,18.0214,358.0481,365.6705,358.53,541,9999.58,-250.0,-250.0,-1.0,stop_loss,8699.79,33699.79,18699.79
2023-09-11,2023-09-12,20.2854,19.7772,19.7772,370.9079,363.3632,364.3577,492,9980.4,-250.0,-250.0,-1.0,stop_loss,8449.79,33449.79,18449.79
2023-09-18,2023-09-19,19.2973,18.8146,18.8146,365.2273,365.8357,365.4391,518,9995.98,-250.0,-250.0,-1.0,stop_loss,8199.79,33199.79,18199.79
2023-09-25,2023-09-26,17.5473,17.1079,17.1079,354.3393,365.3821,365.1403,569,9984.41,-250.0,-250.0,-1.0,stop_loss,7949.790000000001,32949.79,17949.79
2023-10-02,2023-10-03,17.7272,17.2839,17.2839,355.9651,361.2204,364.7918,564,9998.11,-250.0,-250.0,-1.0,stop_loss,7699.790000000001,32699.79,17699.79
2023-10-09,2023-10-17,18.4222,17.961,17.961,361.1874,357.915,364.2399,542,9984.85,-250.0,-250.0,-1.0,stop_loss,7449.790000000001,32449.79,17449.79
2023-10-16,2023-10-17,18.7965,18.3266,18.3266,363.9957,356.9716,363.9603,532,9999.75,-250.0,-250.0,-1.0,stop_loss,7199.790000000001,32199.79,17199.79
2023-10-23,2023-10-25,16.7161,16.2981,16.2981,350.4571,356.5785,362.4168,598,9996.24,-250.0,-250.0,-1.0,stop_loss,6949.790000000001,31949.79,16949.79
2023-11-20,2023-11-21,21.7275,21.1841,21.1841,385.013,362.6467,361.2997,460,9994.67,-250.0,-250.0,-1.0,stop_loss,6699.790000000001,31699.79,16699.79
2023-10-30,2023-11-27,15.7051,21.4116,15.312,344.0818,354.6497,360.2603,636,9988.43,3629.34,3629.34,14.517,time_exit,10329.130000000001,35329.130000000005,20329.13
2023-11-27,2023-11-30,21.4116,20.8763,20.8763,383.4661,370.4689,362.8415,467,9999.22,-250.0,-250.0,-1.0,stop_loss,10079.130000000001,35079.130000000005,20079.13
2023-11-06,2023-12-04,18.4757,20.8915,18.0136,363.7986,354.8256,359.1117,541,9995.36,1306.94,1306.94,5.228,time_exit,11386.070000000002,36386.07,21386.07
2023-11-13,2023-12-11,19.6374,22.3449,19.1463,371.6813,356.1499,359.4763,509,9995.45,1378.08,1378.08,5.512,time_exit,12764.150000000001,37764.15,22764.15
2023-12-18,2023-12-20,24.435,23.8237,23.8237,401.9147,387.3647,367.6196,409,9993.91,-250.0,-250.0,-1.0,stop_loss,12514.150000000001,37514.15,22514.15
2023-12-04,2024-01-02,20.8915,23.4975,20.3685,380.6578,378.1994,364.1661,478,9986.13,1245.67,1245.67,4.983,time_exit,13759.820000000002,38759.82,23759.82
2023-12-11,2024-01-09,22.3449,23.9564,21.7856,389.7229,382.493,365.3505,447,9988.15,720.36,720.36,2.881,time_exit,14480.180000000002,39480.18,24480.18
2024-01-29,2024-01-30,27.8621,27.1637,27.1637,422.9397,407.0766,388.1394,358,9974.62,-250.0,-250.0,-1.0,stop_loss,14230.180000000002,39230.18,24230.18
2024-01-08,2024-02-05,23.8002,27.8035,23.2049,400.0221,398.5439,376.7274,420,9996.07,1681.39,1681.39,6.726,time_exit,15911.570000000002,40911.57,25911.57
2024-03-25,2024-04-02,30.3733,29.6134,29.6134,439.9285,435.4117,420.7695,329,9992.8,-250.0,-250.0,-1.0,stop_loss,15661.570000000002,40661.57,25661.57
2024-04-01,2024-04-02,30.3488,29.5889,29.5889,440.1165,436.4973,423.0522,329,9984.74,-250.0,-250.0,-1.0,stop_loss,15411.570000000002,40411.57,25411.57
2024-04-22,2024-05-17,24.9493,30.8387,24.3243,414.2703,431.7884,429.4845,400,9979.72,2355.78,2355.78,9.423,time_exit,17767.350000000002,42767.350000000006,27767.350000000002
2024-05-20,2024-05-30,31.4757,30.6871,30.6871,449.9683,432.873,432.6901,317,9977.8,-250.0,-250.0,-1.0,stop_loss,17517.350000000002,42517.350000000006,27517.350000000002
2024-05-06,2024-06-03,28.6927,30.9367,27.9743,435.4675,425.2121,430.3889,348,9985.05,780.93,780.93,3.124,time_exit,18298.280000000002,43298.28,28298.280000000002
2024-06-17,2024-06-20,37.6591,36.7157,36.7157,479.7907,457.0673,440.0198,265,9979.67,-250.0,-250.0,-1.0,stop_loss,18048.280000000002,43048.28,28048.280000000002
2024-06-10,2024-07-09,33.2347,40.5034,32.4014,459.7805,450.2675,437.1804,300,9970.41,2180.61,2180.61,8.722,time_exit,20228.890000000003,45228.89,30228.890000000003
2024-07-08,2024-07-11,40.4148,39.4027,39.4027,492.7192,475.4467,448.4189,247,9982.47,-250.0,-250.0,-1.0,stop_loss,19978.890000000003,44978.89,29978.890000000003
2024-07-01,2024-07-18,36.9031,35.9772,35.9772,477.4425,468.5102,445.3376,270,9963.83,-250.0,-250.0,-1.0,stop_loss,19728.890000000003,44728.89,29728.890000000003
2024-07-22,2024-07-24,36.4752,35.5628,35.5628,477.8388,482.8052,456.6048,274,9994.2,-250.0,-250.0,-1.0,stop_loss,19478.890000000003,44478.89,29478.890000000003
2024-08-19,2024-08-22,35.0685,34.1913,34.1913,476.7986,454.8202,464.9064,285,9994.52,-250.0,-250.0,-1.0,stop_loss,19228.890000000003,44228.89,29228.890000000003
2024-08-05,2024-08-30,26.3727,33.7454,25.7131,431.325,470.6021,462.1754,379,9995.25,2794.27,2794.27,11.177,time_exit,22023.160000000003,47023.16,32023.160000000003
2024-08-12,2024-09-06,29.1418,28.4129,28.4129,447.1862,457.7492,462.8553,343,9995.63,-250.0,-250.0,-1.0,stop_loss,21773.160000000003,46773.16,31773.160000000003
2024-09-23,2024-10-01,34.7488,33.8777,33.8777,479.2246,465.6589,468.3145,287,9972.9,-250.0,-250.0,-1.0,stop_loss,21523.160000000003,46523.16,31523.160000000003
2024-09-30,2024-10-01,35.7686,34.8726,34.8726,484.2149,469.0532,468.9877,279,9979.44,-250.0,-250.0,-1.0,stop_loss,21273.160000000003,46273.16,31273.160000000003
2024-09-09,2024-10-04,29.0729,35.512,28.3441,450.2376,464.7421,468.161,343,9972.01,2208.62,2208.62,8.834,time_exit,23481.780000000002,48481.78,33481.78
2024-09-16,2024-10-11,32.683,36.6617,31.8634,468.8432,465.8785,468.4575,305,9968.33,1213.49,1213.49,4.854,time_exit,24695.270000000004,49695.270000000004,34695.270000000004
2024-10-14,2024-10-15,37.5992,36.6558,36.6558,493.5703,481.5014,468.484,265,9963.8,-250.0,-250.0,-1.0,stop_loss,24445.270000000004,49445.270000000004,34445.270000000004
2024-10-21,2024-10-23,37.0318,36.1059,36.1059,491.5068,485.0636,469.0536,270,9998.58,-250.0,-250.0,-1.0,stop_loss,24195.270000000004,49195.270000000004,34195.270000000004
2024-11-18,2024-12-16,37.3871,46.0319,36.4507,496.0704,495.6012,481.5856,267,9982.34,2308.18,2308.18,9.233,time_exit,26503.450000000004,51503.450000000004,36503.450000000004
2024-12-16,2024-12-18,46.0319,44.8798,44.8798,533.9191,511.9327,495.3373,217,9988.93,-250.0,-250.0,-1.0,stop_loss,26253.450000000004,51253.450000000004,36253.450000000004
2024-12-02,2024-12-20,40.698,39.6776,39.6776,511.2198,501.973,485.8084,245,9971.0,-250.0,-250.0,-1.0,stop_loss,26003.450000000004,51003.450000000004,36003.450000000004
2024-12-23,2024-12-27,42.1105,41.0556,41.0556,519.5764,516.4662,498.8202,237,9980.18,-250.0,-250.0,-1.0,stop_loss,25753.450000000004,50753.450000000004,35753.450000000004
2024-12-30,2024-12-31,40.2292,39.2212,39.2212,512.3622,519.9471,501.2228,248,9976.85,-250.0,-250.0,-1.0,stop_loss,25503.450000000004,50503.450000000004,35503.450000000004
2025-01-06,2025-01-07,42.1847,41.1299,41.1299,521.236,519.4848,503.205,237,9997.78,-250.0,-250.0,-1.0,stop_loss,25253.450000000004,50253.450000000004,35253.450000000004
2025-01-13,2025-02-10,37.64,42.3976,36.6966,502.3755,516.8614,504.8257,265,9974.6,1260.76,1260.76,5.043,time_exit,26514.210000000003,51514.21000000001,36514.21000000001
2025-02-10,2025-02-12,42.3976,41.3338,41.3338,525.9163,518.4203,513.7376,235,9963.44,-250.0,-250.0,-1.0,stop_loss,26264.210000000003,51264.21000000001,36264.21000000001
2025-01-27,2025-02-24,39.1797,39.952,38.1993,510.9711,514.9826,508.7552,255,9990.82,196.94,196.94,0.788,time_exit,26461.15,51461.15,36461.15
2025-02-03,2025-02-25,39.9619,38.9619,38.9619,514.8464,515.8203,510.9368,250,9990.47,-250.0,-250.0,-1.0,stop_loss,26211.15,51211.15,36211.15
2025-03-17,2025-03-18,31.2338,30.4526,30.4526,479.729,498.0931,512.681,320,9994.83,-250.0,-250.0,-1.0,stop_loss,25961.15,50961.15,35961.15
2025-03-24,2025-03-26,32.7388,31.9192,31.9192,488.2964,485.4161,509.0954,305,9985.35,-250.0,-250.0,-1.0,stop_loss,25711.15,50711.15,35711.15
2025-03-31,2025-04-01,28.4511,27.7388,27.7388,466.6612,478.8341,505.981,351,9986.33,-250.0,-250.0,-1.0,stop_loss,25461.15,50461.15,35461.15
2025-04-07,2025-04-08,20.4818,19.9695,19.9695,421.649,468.8443,500.4814,488,9995.12,-250.0,-250.0,-1.0,stop_loss,25211.15,50211.15,35211.15
2025-05-05,2025-05-06,28.9973,28.2705,28.2705,483.5892,455.8928,483.6604,344,9975.06,-250.0,-250.0,-1.0,stop_loss,24961.15,49961.15,34961.15
2025-05-19,2025-05-20,35.5713,34.6816,34.6816,519.4955,485.8811,480.4149,281,9995.54,-250.0,-250.0,-1.0,stop_loss,24711.15,49711.15,34711.15
2025-05-12,2025-06-09,32.8255,37.0112,32.0031,505.4037,467.9589,481.0791,304,9978.95,1272.46,1272.46,5.09,time_exit,25983.61,50983.61,35983.61
2025-06-09,2025-06-13,37.0112,36.0853,36.0853,528.1436,517.7588,481.8205,270,9993.03,-250.0,-250.0,-1.0,stop_loss,25733.61,50733.61,35733.61
2025-06-16,2025-06-17,37.6369,36.6935,36.6935,531.7162,521.6724,486.1641,265,9973.77,-250.0,-250.0,-1.0,stop_loss,25483.61,50483.61,35483.61
2025-06-02,2025-06-30,35.5564,41.3272,34.6667,520.6896,507.0815,479.4595,281,9991.35,1621.6,1621.6,6.486,time_exit,27105.21,52105.21,37105.21
2025-06-30,2025-07-01,41.3272,40.2899,40.2899,549.5992,531.0952,493.8947,241,9959.86,-250.0,-250.0,-1.0,stop_loss,26855.21,51855.21,36855.21
2025-07-14,2025-07-16,42.1289,41.074,41.074,554.1523,542.0977,507.7457,237,9984.54,-250.0,-250.0,-1.0,stop_loss,26605.21,51605.21,36605.21
2025-06-23,2025-07-21,37.0907,43.8517,36.1613,529.6832,524.0522,489.259,269,9977.39,1818.71,1818.71,7.275,time_exit,28423.92,53423.92,38423.92
2025-07-21,2025-07-22,43.8517,42.7552,42.7552,562.0829,549.9714,515.7429,228,9998.18,-250.0,-250.0,-1.0,stop_loss,28173.92,53173.92,38173.92
2025-07-28,2025-08-01,44.7081,43.587,43.587,566.0381,555.8336,525.0414,223,9969.9,-250.0,-250.0,-1.0,stop_loss,27923.92,52923.92,37923.92
2025-08-18,2025-08-19,46.3761,45.2133,45.2133,574.975,566.9852,544.3937,215,9970.86,-250.0,-250.0,-1.0,stop_loss,27673.92,52673.92,37673.92
2025-08-04,2025-08-20,43.5479,42.4562,42.4562,562.0131,558.8519,532.0553,229,9972.48,-250.0,-250.0,-1.0,stop_loss,27423.92,52423.92,37423.92
2025-09-15,2025-09-17,49.4084,48.1708,48.1708,589.4911,572.9186,559.8003,202,9980.5,-250.0,-250.0,-1.0,stop_loss,27173.92,52173.92,37173.92
2025-09-22,2025-09-23,52.142,50.8331,50.8331,600.6677,579.4548,564.8392,191,9959.12,-250.0,-250.0,-1.0,stop_loss,26923.92,51923.92,36923.92
2025-09-08,2025-10-03,46.3711,52.1819,45.2083,576.7285,571.2668,555.5917,215,9969.79,1249.31,1249.31,4.997,time_exit,28173.23,53173.229999999996,38173.229999999996
2025-10-13,2025-10-14,51.4492,50.1606,50.1606,600.4782,598.2853,577.4436,194,9981.15,-250.0,-250.0,-1.0,stop_loss,27923.23,52923.229999999996,37923.229999999996
2025-10-20,2025-10-22,53.7718,52.4204,52.4204,609.9839,600.2992,580.9061,185,9947.78,-250.0,-250.0,-1.0,stop_loss,27673.23,52673.229999999996,37673.229999999996
2025-10-27,2025-11-04,58.028,56.5746,56.5746,626.4919,604.7932,584.8237,172,9980.82,-250.0,-250.0,-1.0,stop_loss,27423.23,52423.229999999996,37423.229999999996
2025-11-10,2025-11-11,56.174,54.7695,54.7695,621.6442,615.0002,593.9055,178,9998.98,-250.0,-250.0,-1.0,stop_loss,27173.23,52173.229999999996,37173.229999999996
2025-11-24,2025-11-25,50.916,49.6405,49.6405,603.6202,612.6227,598.6516,196,9979.53,-250.0,-250.0,-1.0,stop_loss,26923.23,51923.229999999996,36923.229999999996
2025-12-01,2025-12-12,53.8764,52.5251,52.5251,615.5996,609.4194,601.241,185,9967.14,-250.0,-250.0,-1.0,stop_loss,26673.23,51673.229999999996,36673.229999999996
2025-12-29,2025-12-31,54.4001,53.0339,53.0339,620.0881,617.93,611.3277,183,9955.21,-250.0,-250.0,-1.0,stop_loss,26423.23,51423.229999999996,36423.229999999996
2026-01-12,2026-01-14,55.7977,54.4011,54.4011,626.3802,616.94,613.8273,179,9987.8,-250.0,-250.0,-1.0,stop_loss,26173.23,51173.229999999996,36173.229999999996
2026-01-26,2026-01-29,54.9891,53.6079,53.6079,624.6724,619.8909,616.2831,181,9953.02,-250.0,-250.0,-1.0,stop_loss,25923.23,50923.229999999996,35923.229999999996
2026-02-02,2026-02-03,55.009,53.6278,53.6278,625.3515,622.3962,617.0758,181,9956.64,-250.0,-250.0,-1.0,stop_loss,25673.23,50673.229999999996,35673.229999999996
2026-02-09,2026-02-11,51.6546,50.3593,50.3593,613.5464,618.9366,615.6175,193,9969.34,-250.0,-250.0,-1.0,stop_loss,25423.23,50423.229999999996,35423.229999999996
2026-03-02,2026-03-03,49.618,48.3742,48.3742,607.3242,607.5589,615.6094,201,9973.21,-250.0,-250.0,-1.0,stop_loss,25173.23,50173.229999999996,35173.229999999996
2026-03-09,2026-03-12,49.3085,48.0709,48.0709,606.9946,606.2436,614.8585,202,9960.31,-250.0,-250.0,-1.0,stop_loss,24923.23,49923.229999999996,34923.229999999996
2026-03-16,2026-03-18,47.3817,46.1968,46.1968,599.6239,604.5138,613.1617,211,9997.53,-250.0,-250.0,-1.0,stop_loss,24673.23,49673.229999999996,34673.229999999996
2026-04-06,2026-04-07,44.1,42.9938,42.9938,588.5,588.4875,605.9589,226,9966.6,-250.0,-250.0,-1.0,stop_loss,24423.23,49423.229999999996,34423.229999999996
2026-04-13,2026-04-24,50.66,62.56,49.391,617.39,589.6338,605.1029,197,9980.02,2344.3,2344.3,9.377,time_exit,26767.53,51767.53,36767.53
