entry_date,exit_date,direction,entry_price,exit_price,stop_price,shares,notional,gross_pnl,net_pnl,R_multiple,exit_reason,cum_pnl,account_equity,tactical_equity
2022-01-03,2022-01-04,LONG,40.8628,39.8382,39.8382,244,9970.52,-250.0,-250.0,-1.0,stop_loss,6365.499999999999,31365.5,16365.5
2021-12-20,2022-01-07,LONG,34.9315,34.0573,34.0573,286,9990.4,-250.0,-250.0,-1.0,stop_loss,6115.499999999999,31115.5,16115.5
2022-01-10,2022-01-13,LONG,34.5279,33.6629,33.6629,289,9978.57,-250.0,-250.0,-1.0,stop_loss,5865.499999999999,30865.5,15865.5
2022-01-24,2022-01-25,LONG,27.4552,26.7684,26.7684,364,9993.69,-250.0,-250.0,-1.0,stop_loss,5615.499999999999,30615.5,15615.5
2022-01-31,2022-02-01,LONG,29.5278,28.7882,28.7882,338,9980.4,-250.0,-250.0,-1.0,stop_loss,5365.499999999999,30365.5,15365.5
2022-02-14,2022-02-17,LONG,25.5163,24.8769,24.8769,391,9976.86,-250.0,-250.0,-1.0,stop_loss,5115.499999999999,30115.5,15115.5
2022-02-28,2022-03-01,LONG,25.053,24.4265,24.4265,399,9996.16,-250.0,-250.0,-1.0,stop_loss,4865.499999999999,29865.5,14865.5
2022-03-28,2022-03-31,LONG,28.4246,27.7124,27.7124,351,9977.05,-250.0,-250.0,-1.0,stop_loss,4615.499999999999,29615.5,14615.5
2022-04-04,2022-04-05,LONG,29.3941,28.6588,28.6588,340,9993.99,-250.0,-250.0,-1.0,stop_loss,4365.499999999999,29365.5,14365.5
2022-04-18,2022-04-21,LONG,22.5076,21.9446,21.9446,444,9993.38,-250.0,-250.0,-1.0,stop_loss,4115.499999999999,29115.5,14115.5
2022-04-25,2022-04-26,LONG,20.5591,20.0447,20.0447,486,9991.75,-250.0,-250.0,-1.0,stop_loss,3865.499999999999,28865.5,13865.5
2022-05-02,2022-05-04,LONG,18.2668,17.8098,17.8098,547,9991.96,-250.0,-250.0,-1.0,stop_loss,3615.499999999999,28615.5,13615.5
2022-05-23,2022-05-24,LONG,13.7013,13.3584,13.3584,729,9988.27,-250.0,-250.0,-1.0,stop_loss,3365.499999999999,28365.5,13365.5
2022-08-01,2022-08-02,LONG,15.9077,15.5096,15.5096,628,9990.02,-250.0,-250.0,-1.0,stop_loss,3115.499999999999,28115.5,13115.5
2022-08-15,2022-08-16,LONG,18.5725,18.1078,18.1078,538,9992.0,-250.0,-250.0,-1.0,stop_loss,2865.499999999999,27865.5,12865.5
2022-09-12,2022-09-13,LONG,14.7711,14.4012,14.4012,676,9985.24,-250.0,-250.0,-1.0,stop_loss,2615.499999999999,27615.5,12615.5
2022-09-19,2022-09-20,LONG,12.0298,11.729,11.729,831,9996.8,-250.0,-250.0,-1.0,stop_loss,2365.499999999999,27365.5,12365.5
2022-10-03,2022-10-07,LONG,9.8665,9.6197,9.6197,1013,9994.75,-250.0,-250.0,-1.0,stop_loss,2115.499999999999,27115.5,12115.5
2022-10-17,2022-10-21,LONG,9.217,8.9864,8.9864,1084,9991.22,-250.0,-250.0,-1.0,stop_loss,1865.499999999999,26865.5,11865.5
2022-10-24,2022-10-27,LONG,10.1578,9.9037,9.9037,984,9995.27,-250.0,-250.0,-1.0,stop_loss,1615.499999999999,26615.5,11615.5
2022-11-07,2022-11-09,LONG,8.8445,8.6233,8.6233,1130,9994.28,-250.0,-250.0,-1.0,stop_loss,1365.499999999999,26365.5,11365.5
2022-12-12,2022-12-14,LONG,10.3393,10.0807,10.0807,967,9998.08,-250.0,-250.0,-1.0,stop_loss,1115.499999999999,26115.5,11115.5
2023-01-23,2023-01-25,LONG,10.4313,10.1704,10.1704,958,9993.22,-250.0,-250.0,-1.0,stop_loss,865.4999999999991,25865.5,10865.5
2023-02-06,2023-02-09,LONG,11.9387,11.64,11.64,837,9992.67,-250.0,-250.0,-1.0,stop_loss,615.4999999999991,25615.5,10615.5
2023-02-13,2023-02-14,LONG,11.9771,11.6773,11.6773,834,9988.88,-250.0,-250.0,-1.0,stop_loss,365.4999999999991,25365.5,10365.5
2023-03-13,2023-03-31,LONG,10.2393,13.6451,9.9832,976,9993.58,3324.05,3324.05,13.296,time_exit,3689.5499999999993,28689.55,13689.55
2023-04-03,2023-04-05,LONG,13.5485,13.2098,13.2098,738,9998.82,-250.0,-250.0,-1.0,stop_loss,3439.5499999999993,28439.55,13439.55
2023-03-20,2023-04-10,LONG,11.9195,13.2154,11.6211,838,9988.52,1085.97,1085.97,4.344,time_exit,4525.5199999999995,29525.52,14525.52
2023-04-10,2023-04-12,LONG,13.2154,12.8847,12.8847,756,9990.82,-250.0,-250.0,-1.0,stop_loss,4275.5199999999995,29275.52,14275.52
2023-04-17,2023-04-20,LONG,13.2781,12.9461,12.9461,753,9998.44,-250.0,-250.0,-1.0,stop_loss,4025.5199999999995,29025.52,14025.52
2023-05-01,2023-05-02,LONG,13.6016,13.2615,13.2615,735,9997.21,-250.0,-250.0,-1.0,stop_loss,3775.5199999999995,28775.52,13775.52
2023-05-22,2023-05-23,LONG,15.4847,15.0971,15.0971,645,9987.65,-250.0,-250.0,-1.0,stop_loss,3525.5199999999995,28525.52,13525.52
2023-05-08,2023-05-26,LONG,13.732,16.8898,13.3886,728,9996.91,2298.87,2298.87,9.195,time_exit,5824.389999999999,30824.39,15824.39
2023-05-15,2023-06-05,LONG,14.0845,17.8169,13.7324,710,9999.99,2649.98,2649.98,10.6,time_exit,8474.369999999999,33474.369999999995,18474.37
2023-06-05,2023-06-07,LONG,17.8169,17.3712,17.3712,561,9995.26,-250.0,-250.0,-1.0,stop_loss,8224.369999999999,33224.369999999995,18224.37
2023-06-12,2023-06-26,LONG,18.5846,18.1199,18.1199,538,9998.5,-250.0,-250.0,-1.0,stop_loss,7974.369999999999,32974.369999999995,17974.37
2023-07-03,2023-07-06,LONG,19.9947,19.4947,19.4947,500,9997.37,-250.0,-250.0,-1.0,stop_loss,7724.369999999999,32724.37,17724.37
2023-07-17,2023-07-20,LONG,21.9128,21.3646,21.3646,456,9992.26,-250.0,-250.0,-1.0,stop_loss,7474.369999999999,32474.37,17474.37
2023-07-10,2023-07-28,LONG,19.3263,21.9032,18.8428,517,9991.7,1332.23,1332.23,5.329,time_exit,8806.599999999999,33806.6,18806.6
2023-08-07,2023-08-08,LONG,20.421,19.9097,19.9097,489,9985.86,-250.0,-250.0,-1.0,stop_loss,8556.599999999999,33556.6,18556.6
2023-08-14,2023-08-15,LONG,19.5637,19.0744,19.0744,511,9997.03,-250.0,-250.0,-1.0,stop_loss,8306.599999999999,33306.6,18306.6
2023-08-21,2023-08-24,LONG,18.4835,18.0214,18.0214,541,9999.58,-250.0,-250.0,-1.0,stop_loss,8056.5999999999985,33056.6,18056.6
2023-09-11,2023-09-12,LONG,20.2854,19.7772,19.7772,492,9980.4,-250.0,-250.0,-1.0,stop_loss,7806.5999999999985,32806.6,17806.6
2023-09-18,2023-09-19,LONG,19.2972,18.8146,18.8146,518,9995.97,-250.0,-250.0,-1.0,stop_loss,7556.5999999999985,32556.6,17556.6
2023-09-25,2023-09-26,LONG,17.5473,17.1079,17.1079,569,9984.42,-250.0,-250.0,-1.0,stop_loss,7306.5999999999985,32306.6,17306.6
2023-10-02,2023-10-03,LONG,17.7271,17.2839,17.2839,564,9998.11,-250.0,-250.0,-1.0,stop_loss,7056.5999999999985,32056.6,17056.6
2023-10-09,2023-10-17,LONG,18.4222,17.961,17.961,542,9984.85,-250.0,-250.0,-1.0,stop_loss,6806.5999999999985,31806.6,16806.6
2023-10-16,2023-10-17,LONG,18.7965,18.3266,18.3266,532,9999.75,-250.0,-250.0,-1.0,stop_loss,6556.5999999999985,31556.6,16556.6
2023-10-23,2023-10-25,LONG,16.7161,16.2981,16.2981,598,9996.24,-250.0,-250.0,-1.0,stop_loss,6306.5999999999985,31306.6,16306.599999999999
2023-10-30,2023-11-17,LONG,15.7051,20.979,15.312,636,9988.43,3354.21,3354.21,13.417,time_exit,9660.809999999998,34660.81,19660.809999999998
2023-11-20,2023-11-21,LONG,21.7275,21.1841,21.1841,460,9994.67,-250.0,-250.0,-1.0,stop_loss,9410.809999999998,34410.81,19410.809999999998
2023-11-06,2023-11-27,LONG,18.4757,21.4116,18.0136,541,9995.36,1588.32,1588.32,6.353,time_exit,10999.129999999997,35999.13,20999.129999999997
2023-11-27,2023-11-30,LONG,21.4116,20.8763,20.8763,467,9999.22,-250.0,-250.0,-1.0,stop_loss,10749.129999999997,35749.13,20749.129999999997
2023-11-13,2023-12-04,LONG,19.6374,20.8915,19.1463,509,9995.45,638.32,638.32,2.553,time_exit,11387.449999999997,36387.45,21387.449999999997
2023-12-18,2023-12-20,LONG,24.435,23.8237,23.8237,409,9993.91,-250.0,-250.0,-1.0,stop_loss,11137.449999999997,36137.45,21137.449999999997
2023-12-04,2023-12-22,LONG,20.8915,24.5813,20.3685,478,9986.14,1763.73,1763.73,7.055,time_exit,12901.179999999997,37901.17999999999,22901.179999999997
2023-12-11,2024-01-02,LONG,22.3449,23.4975,21.7856,447,9988.15,515.22,515.22,2.061,time_exit,13416.399999999996,38416.399999999994,23416.399999999994
2024-01-08,2024-01-29,LONG,23.8002,27.8621,23.2049,420,9996.07,1706.0,1706.0,6.824,time_exit,15122.399999999996,40122.399999999994,25122.399999999994
2024-01-29,2024-01-30,LONG,27.8621,27.1638,27.1638,358,9974.62,-250.0,-250.0,-1.0,stop_loss,14872.399999999996,39872.399999999994,24872.399999999994
2024-04-01,2024-04-02,LONG,30.3488,29.5889,29.5889,329,9984.74,-250.0,-250.0,-1.0,stop_loss,14622.399999999996,39622.399999999994,24622.399999999994
2024-03-25,2024-04-02,LONG,30.3733,29.6134,29.6134,329,9992.8,-250.0,-250.0,-1.0,stop_loss,14372.399999999996,39372.399999999994,24372.399999999994
2024-04-22,2024-05-10,LONG,24.9493,28.9915,24.3243,400,9979.71,1616.9,1616.9,6.468,time_exit,15989.299999999996,40989.299999999996,25989.299999999996
2024-05-06,2024-05-24,LONG,28.6927,32.0196,27.9743,348,9985.05,1157.76,1157.76,4.631,time_exit,17147.059999999994,42147.06,27147.059999999994
2024-05-20,2024-05-30,LONG,31.4757,30.687,30.687,317,9977.79,-250.0,-250.0,-1.0,stop_loss,16897.059999999994,41897.06,26897.059999999994
2024-06-17,2024-06-20,LONG,37.6591,36.7157,36.7157,265,9979.67,-250.0,-250.0,-1.0,stop_loss,16647.059999999994,41647.06,26647.059999999994
2024-06-10,2024-07-01,LONG,33.2347,36.9031,32.4014,300,9970.41,1100.51,1100.51,4.402,time_exit,17747.569999999992,42747.56999999999,27747.569999999992
2024-07-08,2024-07-11,LONG,40.4148,39.4027,39.4027,247,9982.47,-250.0,-250.0,-1.0,stop_loss,17497.569999999992,42497.56999999999,27497.569999999992
2024-07-01,2024-07-18,LONG,36.9031,35.9771,35.9771,270,9963.83,-250.0,-250.0,-1.0,stop_loss,17247.569999999992,42247.56999999999,27247.569999999992
2024-07-22,2024-07-24,LONG,36.4752,35.5628,35.5628,274,9994.2,-250.0,-250.0,-1.0,stop_loss,16997.569999999992,41997.56999999999,26997.569999999992
2024-08-19,2024-08-22,LONG,35.0685,34.1913,34.1913,285,9994.52,-250.0,-250.0,-1.0,stop_loss,16747.569999999992,41747.56999999999,26747.569999999992
2024-08-05,2024-08-23,LONG,26.3727,34.6898,25.7131,379,9995.25,3152.18,3152.18,12.609,time_exit,19899.749999999993,44899.74999999999,29899.749999999993
2024-08-12,2024-08-30,LONG,29.1418,33.7454,28.4129,343,9995.63,1579.06,1579.06,6.316,time_exit,21478.809999999994,46478.81,31478.809999999994
2024-09-09,2024-09-27,LONG,29.0729,35.4923,28.3441,343,9972.01,2201.85,2201.85,8.807,time_exit,23680.659999999993,48680.65999999999,33680.65999999999
2024-09-23,2024-10-01,LONG,34.7488,33.8777,33.8777,287,9972.91,-250.0,-250.0,-1.0,stop_loss,23430.659999999993,48430.65999999999,33430.65999999999
2024-09-30,2024-10-01,LONG,35.7686,34.8726,34.8726,279,9979.44,-250.0,-250.0,-1.0,stop_loss,23180.659999999993,48180.65999999999,33180.65999999999
2024-09-16,2024-10-04,LONG,32.683,35.512,31.8634,305,9968.33,862.84,862.84,3.451,time_exit,24043.499999999993,49043.49999999999,34043.49999999999
2024-10-14,2024-10-15,LONG,37.5992,36.6558,36.6558,265,9963.8,-250.0,-250.0,-1.0,stop_loss,23793.499999999993,48793.49999999999,33793.49999999999
2024-10-21,2024-10-23,LONG,37.0318,36.1059,36.1059,270,9998.58,-250.0,-250.0,-1.0,stop_loss,23543.499999999993,48543.49999999999,33543.49999999999
2024-11-18,2024-12-09,LONG,37.387,42.2819,36.4507,267,9982.34,1306.92,1306.92,5.228,time_exit,24850.41999999999,49850.41999999999,34850.41999999999
2024-12-16,2024-12-18,LONG,46.0319,44.8798,44.8798,217,9988.93,-250.0,-250.0,-1.0,stop_loss,24600.41999999999,49600.41999999999,34600.41999999999
2024-12-02,2024-12-20,LONG,40.698,39.6776,39.6776,245,9971.0,-250.0,-250.0,-1.0,stop_loss,24350.41999999999,49350.41999999999,34350.41999999999
2024-12-23,2024-12-27,LONG,42.1105,41.0556,41.0556,237,9980.18,-250.0,-250.0,-1.0,stop_loss,24100.41999999999,49100.41999999999,34100.41999999999
2024-12-30,2024-12-31,LONG,40.2292,39.2212,39.2212,248,9976.85,-250.0,-250.0,-1.0,stop_loss,23850.41999999999,48850.41999999999,33850.41999999999
2025-01-06,2025-01-07,LONG,42.1847,41.1299,41.1299,237,9997.78,-250.0,-250.0,-1.0,stop_loss,23600.41999999999,48600.41999999999,33600.41999999999
2025-01-13,2025-02-03,LONG,37.64,39.9619,36.6966,265,9974.6,615.29,615.29,2.461,time_exit,24215.709999999992,49215.70999999999,34215.70999999999
2025-02-10,2025-02-12,LONG,42.3976,41.3338,41.3338,235,9963.44,-250.0,-250.0,-1.0,stop_loss,23965.709999999992,48965.70999999999,33965.70999999999
2025-01-27,2025-02-14,LONG,39.1797,44.4719,38.1993,255,9990.82,1349.53,1349.53,5.398,time_exit,25315.23999999999,50315.23999999999,35315.23999999999
2025-02-03,2025-02-24,LONG,39.9619,39.952,38.9619,250,9990.47,-2.47,-2.47,-0.01,time_exit,25312.76999999999,50312.76999999999,35312.76999999999
2025-03-17,2025-03-18,LONG,31.2338,30.4526,30.4526,320,9994.83,-250.0,-250.0,-1.0,stop_loss,25062.76999999999,50062.76999999999,35062.76999999999
2025-03-24,2025-03-26,LONG,32.7388,31.9192,31.9192,305,9985.35,-250.0,-250.0,-1.0,stop_loss,24812.76999999999,49812.76999999999,34812.76999999999
2025-03-31,2025-04-01,LONG,28.4511,27.7388,27.7388,351,9986.33,-250.0,-250.0,-1.0,stop_loss,24562.76999999999,49562.76999999999,34562.76999999999
2025-04-07,2025-04-08,LONG,20.4818,19.9695,19.9695,488,9995.12,-250.0,-250.0,-1.0,stop_loss,24312.76999999999,49312.76999999999,34312.76999999999
2025-05-05,2025-05-06,LONG,28.9973,28.2705,28.2705,344,9975.06,-250.0,-250.0,-1.0,stop_loss,24062.76999999999,49062.76999999999,34062.76999999999
2025-05-19,2025-05-20,LONG,35.5713,34.6816,34.6816,281,9995.54,-250.0,-250.0,-1.0,stop_loss,23812.76999999999,48812.76999999999,33812.76999999999
2025-05-12,2025-06-02,LONG,32.8255,35.5564,32.0031,304,9978.95,830.2,830.2,3.321,time_exit,24642.96999999999,49642.96999999999,34642.96999999999
2025-06-09,2025-06-13,LONG,37.0112,36.0853,36.0853,270,9993.03,-250.0,-250.0,-1.0,stop_loss,24392.96999999999,49392.96999999999,34392.96999999999
2025-06-16,2025-06-17,LONG,37.6369,36.6935,36.6935,265,9973.77,-250.0,-250.0,-1.0,stop_loss,24142.96999999999,49142.96999999999,34142.96999999999
2025-06-02,2025-06-23,LONG,35.5564,37.0907,34.6667,281,9991.35,431.13,431.13,1.725,time_exit,24574.09999999999,49574.09999999999,34574.09999999999
2025-06-30,2025-07-01,LONG,41.3272,40.2899,40.2899,241,9959.86,-250.0,-250.0,-1.0,stop_loss,24324.09999999999,49324.09999999999,34324.09999999999
2025-06-23,2025-07-14,LONG,37.0907,42.1289,36.1613,269,9977.39,1355.27,1355.27,5.421,time_exit,25679.36999999999,50679.369999999995,35679.369999999995
2025-07-14,2025-07-16,LONG,42.1289,41.074,41.074,237,9984.54,-250.0,-250.0,-1.0,stop_loss,25429.36999999999,50429.369999999995,35429.369999999995
2025-07-21,2025-07-22,LONG,43.8517,42.7552,42.7552,228,9998.18,-250.0,-250.0,-1.0,stop_loss,25179.36999999999,50179.369999999995,35179.369999999995
2025-07-28,2025-08-01,LONG,44.7081,43.587,43.587,223,9969.9,-250.0,-250.0,-1.0,stop_loss,24929.36999999999,49929.369999999995,34929.369999999995
2025-08-18,2025-08-19,LONG,46.3761,45.2133,45.2133,215,9970.86,-250.0,-250.0,-1.0,stop_loss,24679.36999999999,49679.369999999995,34679.369999999995
2025-08-04,2025-08-20,LONG,43.5479,42.4562,42.4562,229,9972.48,-250.0,-250.0,-1.0,stop_loss,24429.36999999999,49429.369999999995,34429.369999999995
2025-09-15,2025-09-17,LONG,49.4084,48.1708,48.1708,202,9980.5,-250.0,-250.0,-1.0,stop_loss,24179.36999999999,49179.369999999995,34179.369999999995
2025-09-22,2025-09-23,LONG,52.142,50.8331,50.8331,191,9959.12,-250.0,-250.0,-1.0,stop_loss,23929.36999999999,48929.369999999995,33929.369999999995
2025-09-08,2025-09-26,LONG,46.3711,50.4624,45.2083,215,9969.79,879.63,879.63,3.519,time_exit,24808.999999999993,49808.99999999999,34808.99999999999
2025-10-13,2025-10-14,LONG,51.4492,50.1606,50.1606,194,9981.15,-250.0,-250.0,-1.0,stop_loss,24558.999999999993,49558.99999999999,34558.99999999999
2025-10-20,2025-10-22,LONG,53.7718,52.4204,52.4204,185,9947.78,-250.0,-250.0,-1.0,stop_loss,24308.999999999993,49308.99999999999,34308.99999999999
2025-10-27,2025-11-04,LONG,58.028,56.5746,56.5746,172,9980.82,-250.0,-250.0,-1.0,stop_loss,24058.999999999993,49058.99999999999,34058.99999999999
2025-11-10,2025-11-11,LONG,56.174,54.7695,54.7695,178,9998.98,-250.0,-250.0,-1.0,stop_loss,23808.999999999993,48808.99999999999,33808.99999999999
2025-11-24,2025-11-25,LONG,50.916,49.6405,49.6405,196,9979.53,-250.0,-250.0,-1.0,stop_loss,23558.999999999993,48558.99999999999,33558.99999999999
2025-12-01,2025-12-12,LONG,53.8764,52.5251,52.5251,185,9967.14,-250.0,-250.0,-1.0,stop_loss,23308.999999999993,48308.99999999999,33308.99999999999
2025-12-29,2025-12-31,LONG,54.4001,53.0339,53.0339,183,9955.21,-250.0,-250.0,-1.0,stop_loss,23058.999999999993,48058.99999999999,33058.99999999999
2026-01-12,2026-01-14,LONG,55.7977,54.4011,54.4011,179,9987.8,-250.0,-250.0,-1.0,stop_loss,22808.999999999993,47808.99999999999,32808.99999999999
2026-01-26,2026-01-29,LONG,54.9891,53.6079,53.6079,181,9953.02,-250.0,-250.0,-1.0,stop_loss,22558.999999999993,47558.99999999999,32558.999999999993
2026-02-02,2026-02-03,LONG,55.009,53.6278,53.6278,181,9956.64,-250.0,-250.0,-1.0,stop_loss,22308.999999999993,47308.99999999999,32308.999999999993
2026-02-09,2026-02-11,LONG,51.6546,50.3593,50.3593,193,9969.34,-250.0,-250.0,-1.0,stop_loss,22058.999999999993,47058.99999999999,32058.999999999993
2026-03-02,2026-03-03,LONG,49.618,48.3742,48.3742,201,9973.21,-250.0,-250.0,-1.0,stop_loss,21808.999999999993,46808.99999999999,31808.999999999993
2026-03-09,2026-03-12,LONG,49.3085,48.0709,48.0709,202,9960.31,-250.0,-250.0,-1.0,stop_loss,21558.999999999993,46558.99999999999,31558.999999999993
2026-03-16,2026-03-18,LONG,47.3817,46.1968,46.1968,211,9997.53,-250.0,-250.0,-1.0,stop_loss,21308.999999999993,46308.99999999999,31308.999999999993
2026-04-06,2026-04-07,LONG,44.1,42.9938,42.9938,226,9966.6,-250.0,-250.0,-1.0,stop_loss,21058.999999999993,46058.99999999999,31058.999999999993
2026-04-13,2026-04-24,LONG,50.66,62.56,49.391,197,9980.02,2344.3,2344.3,9.377,time_exit,23403.299999999992,48403.29999999999,33403.29999999999
