seg_start,seg_end,seg_days,peak,peak_date,trough,trough_date,drawdown_pct,pullback_days
2024-06-17,2024-06-18,2,479.94,2024-06-18,430.73,2024-08-07,-10.25,34
2024-07-10,2024-07-10,1,498.29,2024-07-10,430.73,2024-08-07,-13.56,20
