entry_date,exit_date,direction,entry_price,exit_price,stop_price,shares,notional,gross_pnl,net_pnl,R_multiple,exit_reason,cum_pnl,account_equity,tactical_equity
2021-09-27,2021-09-28,LONG,33.0403,32.2125,32.2125,302,9978.17,-250.0,-250.0,-1.0,stop_loss,1889.6399999999999,26889.64,11889.64
2021-09-13,2021-10-01,SHORT,34.676,30.2871,35.544,288,9986.68,1263.98,1263.98,5.056,time_exit,3153.62,28153.62,13153.619999999999
2021-10-04,2021-10-05,SHORT,28.4246,29.1369,29.1369,351,9977.05,-250.0,-250.0,-1.0,stop_loss,2903.62,27903.62,12903.619999999999
2021-10-11,2021-10-14,SHORT,29.7642,30.5105,30.5105,335,9971.01,-250.0,-250.0,-1.0,stop_loss,2653.62,27653.62,12653.619999999999
2021-10-18,2021-11-05,LONG,33.377,40.7267,32.5409,299,9979.72,2197.57,2197.57,8.79,time_exit,4851.1900000000005,29851.190000000002,14851.19
2021-10-25,2021-11-12,LONG,34.7476,39.5065,33.8765,287,9972.56,1365.81,1365.81,5.463,time_exit,6217.0,31217.0,16217.0
2021-11-15,2021-11-17,SHORT,39.4946,40.4827,40.4827,253,9992.13,-250.0,-250.0,-1.0,stop_loss,5967.0,30967.0,15967.0
2021-11-08,2021-11-18,SHORT,40.5596,41.5758,41.5758,246,9977.65,-250.0,-250.0,-1.0,stop_loss,5717.0,30717.0,15717.0
2021-11-01,2021-11-19,LONG,37.4148,42.2979,36.4785,267,9989.75,1303.79,1303.79,5.215,time_exit,7020.79,32020.79,17020.79
2021-11-29,2021-11-30,LONG,40.7912,39.7708,39.7708,245,9993.84,-250.0,-250.0,-1.0,stop_loss,6770.79,31770.79,16770.79
2021-11-22,2021-12-13,SHORT,40.8318,38.2696,41.8564,244,9962.95,625.16,625.16,2.501,time_exit,7395.95,32395.95,17395.95
2021-12-13,2021-12-15,SHORT,38.2696,39.2275,39.2275,261,9988.37,-250.0,-250.0,-1.0,stop_loss,7145.95,32145.95,17145.95
2021-12-06,2021-12-17,LONG,36.6746,35.7554,35.7554,272,9975.48,-250.0,-250.0,-1.0,stop_loss,6895.95,31895.95,16895.95
2021-12-27,2021-12-29,LONG,41.4025,40.3651,40.3651,241,9977.99,-250.0,-250.0,-1.0,stop_loss,6645.95,31645.95,16645.95
2022-01-03,2022-01-04,LONG,40.8628,39.8382,39.8382,244,9970.52,-250.0,-250.0,-1.0,stop_loss,6395.95,31395.95,16395.95
2021-12-20,2022-01-07,LONG,34.9315,34.0573,34.0573,286,9990.4,-250.0,-250.0,-1.0,stop_loss,6145.95,31145.95,16145.95
2022-01-10,2022-01-13,LONG,34.5279,33.6629,33.6629,289,9978.57,-250.0,-250.0,-1.0,stop_loss,5895.95,30895.95,15895.95
2022-01-24,2022-01-25,LONG,27.4552,26.7684,26.7684,364,9993.69,-250.0,-250.0,-1.0,stop_loss,5645.95,30645.95,15645.95
2022-01-31,2022-02-01,LONG,29.5278,28.7882,28.7882,338,9980.4,-250.0,-250.0,-1.0,stop_loss,5395.95,30395.95,15395.95
2022-02-07,2022-02-08,SHORT,27.3979,28.0847,28.0847,364,9972.83,-250.0,-250.0,-1.0,stop_loss,5145.95,30145.95,15145.95
2022-02-14,2022-02-17,LONG,25.5163,24.8769,24.8769,391,9976.86,-250.0,-250.0,-1.0,stop_loss,4895.95,29895.95,14895.95
2022-02-28,2022-03-01,LONG,25.053,24.4265,24.4265,399,9996.16,-250.0,-250.0,-1.0,stop_loss,4645.95,29645.95,14645.95
2022-03-07,2022-03-08,SHORT,20.4016,20.9118,20.9118,490,9996.76,-250.0,-250.0,-1.0,stop_loss,4395.95,29395.95,14395.95
2022-03-14,2022-03-15,SHORT,19.0357,19.5119,19.5119,525,9993.75,-250.0,-250.0,-1.0,stop_loss,4145.95,29145.95,14145.95
2022-03-21,2022-03-22,SHORT,25.2106,25.8419,25.8419,396,9983.41,-250.0,-250.0,-1.0,stop_loss,3895.95,28895.95,13895.95
2022-03-28,2022-03-31,LONG,28.4246,27.7124,27.7124,351,9977.05,-250.0,-250.0,-1.0,stop_loss,3645.95,28645.95,13645.95
2022-04-04,2022-04-05,LONG,29.3941,28.6588,28.6588,340,9993.99,-250.0,-250.0,-1.0,stop_loss,3395.95,28395.95,13395.95
2022-04-11,2022-04-12,SHORT,22.9995,23.5755,23.5755,434,9981.79,-250.0,-250.0,-1.0,stop_loss,3145.95,28145.95,13145.95
2022-04-18,2022-04-21,LONG,22.5076,21.9446,21.9446,444,9993.38,-250.0,-250.0,-1.0,stop_loss,2895.95,27895.95,12895.95
2022-04-25,2022-04-26,LONG,20.5591,20.0447,20.0447,486,9991.75,-250.0,-250.0,-1.0,stop_loss,2645.95,27645.95,12645.95
2022-05-02,2022-05-04,LONG,18.2668,17.8098,17.8098,547,9991.96,-250.0,-250.0,-1.0,stop_loss,2395.95,27395.95,12395.95
2022-05-09,2022-05-10,SHORT,14.5753,14.9397,14.9397,686,9998.63,-250.0,-250.0,-1.0,stop_loss,2145.95,27145.95,12145.95
2022-05-16,2022-05-17,SHORT,14.6374,15.0034,15.0034,683,9997.31,-250.0,-250.0,-1.0,stop_loss,1895.9499999999998,26895.95,11895.95
2022-05-23,2022-05-24,LONG,13.7013,13.3584,13.3584,729,9988.27,-250.0,-250.0,-1.0,stop_loss,1645.9499999999998,26645.95,11645.95
2022-06-06,2022-06-07,SHORT,15.5399,15.9288,15.9288,643,9992.19,-250.0,-250.0,-1.0,stop_loss,1395.9499999999998,26395.95,11395.95
2022-06-13,2022-06-14,SHORT,11.0222,11.2978,11.2978,907,9997.13,-250.0,-250.0,-1.0,stop_loss,1145.9499999999998,26145.95,11145.95
2022-06-27,2022-06-28,SHORT,13.0471,13.3734,13.3734,766,9994.05,-250.0,-250.0,-1.0,stop_loss,895.9499999999998,25895.95,10895.95
2022-07-11,2022-07-12,SHORT,12.4692,12.7813,12.7813,801,9987.83,-250.0,-250.0,-1.0,stop_loss,645.9499999999998,25645.95,10645.95
2022-07-18,2022-07-19,SHORT,12.4979,12.8104,12.8104,800,9998.29,-250.0,-250.0,-1.0,stop_loss,395.9499999999998,25395.95,10395.95
2022-07-25,2022-07-27,SHORT,13.8924,14.2401,14.2401,719,9988.6,-250.0,-250.0,-1.0,stop_loss,145.94999999999982,25145.95,10145.95
2022-08-01,2022-08-02,LONG,15.9077,15.5096,15.5096,628,9990.02,-250.0,-250.0,-1.0,stop_loss,-104.05000000000018,24895.95,9895.95
2022-08-08,2022-08-10,SHORT,16.6813,17.0987,17.0987,599,9992.12,-250.0,-250.0,-1.0,stop_loss,-354.0500000000002,24645.95,9645.95
2022-08-15,2022-08-16,LONG,18.5725,18.1078,18.1078,538,9992.0,-250.0,-250.0,-1.0,stop_loss,-604.0500000000002,24395.95,9395.95
2022-08-22,2022-08-25,SHORT,15.5543,15.9437,15.9437,642,9985.84,-250.0,-250.0,-1.0,stop_loss,-854.0500000000002,24145.95,9145.95
2022-08-29,2022-09-12,SHORT,13.9974,14.3476,14.3476,714,9994.15,-250.0,-250.0,-1.0,stop_loss,-1104.0500000000002,23895.95,8895.95
2022-09-12,2022-09-13,LONG,14.7711,14.4012,14.4012,676,9985.24,-250.0,-250.0,-1.0,stop_loss,-1354.0500000000002,23645.95,8645.95
2022-09-19,2022-09-20,LONG,12.0298,11.729,11.729,831,9996.8,-250.0,-250.0,-1.0,stop_loss,-1604.0500000000002,23395.95,8395.95
2022-09-26,2022-09-27,SHORT,10.0384,10.2894,10.2894,996,9998.25,-250.0,-250.0,-1.0,stop_loss,-1854.0500000000002,23145.95,8145.95
2022-10-03,2022-10-07,LONG,9.8665,9.6197,9.6197,1013,9994.75,-250.0,-250.0,-1.0,stop_loss,-2104.05,22895.95,7895.95
2022-10-10,2022-10-13,SHORT,9.0212,9.2468,9.2468,1108,9995.48,-250.0,-250.0,-1.0,stop_loss,-2354.05,22645.95,7645.95
2022-10-17,2022-10-21,LONG,9.217,8.9864,8.9864,1084,9991.22,-250.0,-250.0,-1.0,stop_loss,-2604.05,22395.95,7395.95
2022-10-24,2022-10-27,LONG,10.1578,9.9037,9.9037,984,9995.27,-250.0,-250.0,-1.0,stop_loss,-2854.05,22145.95,7145.95
2022-10-31,2022-11-01,SHORT,10.005,10.2552,10.2552,999,9994.97,-250.0,-250.0,-1.0,stop_loss,-3104.05,21895.95,6895.95
2022-11-07,2022-11-09,LONG,8.8445,8.6233,8.6233,1130,9994.28,-250.0,-250.0,-1.0,stop_loss,-3354.05,21645.95,6645.95
2022-11-14,2022-11-15,SHORT,10.5398,10.8036,10.8036,948,9991.78,-250.0,-250.0,-1.0,stop_loss,-3604.05,21395.95,6395.95
2022-11-21,2022-11-22,SHORT,10.1148,10.3679,10.3679,988,9993.44,-250.0,-250.0,-1.0,stop_loss,-3854.05,21145.95,6145.95
2022-11-28,2022-11-30,SHORT,10.1626,10.4166,10.4166,984,9999.97,-250.0,-250.0,-1.0,stop_loss,-4104.05,20895.95,5895.95
2022-12-05,2022-12-13,SHORT,10.6163,10.8819,10.8819,941,9989.9,-250.0,-250.0,-1.0,stop_loss,-4354.05,20645.95,5645.95
2022-12-12,2022-12-14,LONG,10.3393,10.0807,10.0807,967,9998.08,-250.0,-250.0,-1.0,stop_loss,-4604.05,20395.95,5395.95
2022-12-19,2022-12-21,SHORT,8.7251,8.9433,8.9433,1146,9998.97,-250.0,-250.0,-1.0,stop_loss,-4854.05,20145.95,5145.95
2023-01-09,2023-01-10,SHORT,8.6456,8.8618,8.8618,1156,9994.29,-250.0,-250.0,-1.0,stop_loss,-5104.05,19895.95,4895.95
2023-01-23,2023-01-25,LONG,10.4313,10.1704,10.1704,958,9993.22,-250.0,-250.0,-1.0,stop_loss,-5354.05,19645.95,4645.95
2023-01-30,2023-01-31,SHORT,10.5273,10.7908,10.7908,949,9990.45,-250.0,-250.0,-1.0,stop_loss,-5604.05,19395.95,4395.95
2023-02-06,2023-02-09,LONG,11.9387,11.64,11.64,837,9992.67,-250.0,-250.0,-1.0,stop_loss,-5854.05,19145.95,4145.95
2023-02-13,2023-02-14,LONG,11.9771,11.6773,11.6773,834,9988.88,-250.0,-250.0,-1.0,stop_loss,-6104.05,18895.95,3895.95
2023-02-27,2023-03-03,SHORT,10.6762,10.9433,10.9433,936,9992.89,-250.0,-250.0,-1.0,stop_loss,-6354.05,18645.95,3645.95
2023-03-06,2023-03-16,SHORT,11.3098,11.5926,11.5926,884,9997.88,-250.0,-250.0,-1.0,stop_loss,-6604.05,18395.95,3395.95
2023-03-27,2023-03-29,SHORT,12.2111,12.5167,12.5167,818,9988.65,-250.0,-250.0,-1.0,stop_loss,-6854.05,18145.95,3145.95
2023-03-13,2023-03-31,LONG,10.2393,13.6451,9.9832,976,9993.58,3324.05,3324.05,13.296,time_exit,-3530.0,21470.0,6470.0
2023-04-03,2023-04-05,LONG,13.5485,13.2098,13.2098,738,9998.82,-250.0,-250.0,-1.0,stop_loss,-3780.0,21220.0,6220.0
2023-03-20,2023-04-10,LONG,11.9195,13.2154,11.6211,838,9988.52,1085.97,1085.97,4.344,time_exit,-2694.0299999999997,22305.97,7305.97
2023-04-10,2023-04-12,LONG,13.2154,12.8847,12.8847,756,9990.82,-250.0,-250.0,-1.0,stop_loss,-2944.0299999999997,22055.97,7055.97
2023-04-17,2023-04-20,LONG,13.2781,12.9461,12.9461,753,9998.44,-250.0,-250.0,-1.0,stop_loss,-3194.0299999999997,21805.97,6805.97
2023-04-24,2023-04-27,SHORT,12.8967,13.2193,13.2193,775,9994.94,-250.0,-250.0,-1.0,stop_loss,-3444.0299999999997,21555.97,6555.97
2023-05-01,2023-05-02,LONG,13.6016,13.2615,13.2615,735,9997.21,-250.0,-250.0,-1.0,stop_loss,-3694.0299999999997,21305.97,6305.97
2023-05-22,2023-05-23,LONG,15.4847,15.0971,15.0971,645,9987.65,-250.0,-250.0,-1.0,stop_loss,-3944.0299999999997,21055.97,6055.97
2023-05-08,2023-05-26,LONG,13.732,16.8898,13.3886,728,9996.91,2298.87,2298.87,9.195,time_exit,-1645.1599999999999,23354.84,8354.84
2023-05-15,2023-06-05,LONG,14.0845,17.8169,13.7324,710,9999.99,2649.98,2649.98,10.6,time_exit,1004.8200000000002,26004.82,11004.82
2023-06-05,2023-06-07,LONG,17.8169,17.3712,17.3712,561,9995.26,-250.0,-250.0,-1.0,stop_loss,754.8200000000002,25754.82,10754.82
2023-06-12,2023-06-26,LONG,18.5846,18.1199,18.1199,538,9998.5,-250.0,-250.0,-1.0,stop_loss,504.82000000000016,25504.82,10504.82
2023-06-26,2023-06-27,SHORT,18.1202,18.574,18.574,551,9984.25,-250.0,-250.0,-1.0,stop_loss,254.82000000000016,25254.82,10254.82
2023-07-03,2023-07-06,LONG,19.9947,19.4947,19.4947,500,9997.37,-250.0,-250.0,-1.0,stop_loss,4.820000000000164,25004.82,10004.82
2023-07-17,2023-07-20,LONG,21.9128,21.3646,21.3646,456,9992.26,-250.0,-250.0,-1.0,stop_loss,-245.17999999999984,24754.82,9754.82
2023-07-24,2023-07-25,SHORT,20.76,21.2798,21.2798,481,9985.58,-250.0,-250.0,-1.0,stop_loss,-495.17999999999984,24504.82,9504.82
2023-07-10,2023-07-28,LONG,19.3263,21.9032,18.8428,517,9991.7,1332.23,1332.23,5.329,time_exit,837.0500000000002,25837.05,10837.05
2023-08-07,2023-08-08,LONG,20.421,19.9097,19.9097,489,9985.86,-250.0,-250.0,-1.0,stop_loss,587.0500000000002,25587.05,10587.05
2023-08-14,2023-08-15,LONG,19.5637,19.0744,19.0744,511,9997.03,-250.0,-250.0,-1.0,stop_loss,337.0500000000002,25337.05,10337.05
2023-07-31,2023-08-18,SHORT,21.9467,17.631,22.4962,455,9985.77,1963.66,1963.66,7.855,time_exit,2300.71,27300.71,12300.71
2023-08-21,2023-08-24,LONG,18.4835,18.0214,18.0214,541,9999.58,-250.0,-250.0,-1.0,stop_loss,2050.71,27050.71,12050.71
2023-08-28,2023-08-29,SHORT,18.8371,19.3088,19.3088,530,9983.66,-250.0,-250.0,-1.0,stop_loss,1800.71,26800.71,11800.71
2023-09-11,2023-09-12,LONG,20.2854,19.7772,19.7772,492,9980.4,-250.0,-250.0,-1.0,stop_loss,1550.71,26550.71,11550.71
2023-09-18,2023-09-19,LONG,19.2972,18.8146,18.8146,518,9995.97,-250.0,-250.0,-1.0,stop_loss,1300.71,26300.71,11300.71
2023-09-25,2023-09-26,LONG,17.5473,17.1079,17.1079,569,9984.42,-250.0,-250.0,-1.0,stop_loss,1050.71,26050.71,11050.71
2023-10-02,2023-10-03,LONG,17.7271,17.2839,17.2839,564,9998.11,-250.0,-250.0,-1.0,stop_loss,800.71,25800.71,10800.71
2023-10-09,2023-10-17,LONG,18.4222,17.961,17.961,542,9984.85,-250.0,-250.0,-1.0,stop_loss,550.71,25550.71,10550.71
2023-10-16,2023-10-17,LONG,18.7965,18.3266,18.3266,532,9999.75,-250.0,-250.0,-1.0,stop_loss,300.71000000000004,25300.71,10300.71
2023-10-23,2023-10-25,LONG,16.7161,16.2981,16.2981,598,9996.24,-250.0,-250.0,-1.0,stop_loss,50.710000000000036,25050.71,10050.71
2023-10-30,2023-11-17,LONG,15.7051,20.979,15.312,636,9988.43,3354.21,3354.21,13.417,time_exit,3404.92,28404.92,13404.92
2023-11-20,2023-11-21,LONG,21.7275,21.1841,21.1841,460,9994.67,-250.0,-250.0,-1.0,stop_loss,3154.92,28154.92,13154.92
2023-11-06,2023-11-27,LONG,18.4757,21.4116,18.0136,541,9995.36,1588.32,1588.32,6.353,time_exit,4743.24,29743.239999999998,14743.24
2023-11-27,2023-11-30,LONG,21.4116,20.8763,20.8763,467,9999.22,-250.0,-250.0,-1.0,stop_loss,4493.24,29493.239999999998,14493.24
2023-11-13,2023-12-04,LONG,19.6374,20.8915,19.1463,509,9995.45,638.32,638.32,2.553,time_exit,5131.5599999999995,30131.559999999998,15131.56
2023-12-18,2023-12-20,LONG,24.435,23.8237,23.8237,409,9993.91,-250.0,-250.0,-1.0,stop_loss,4881.5599999999995,29881.559999999998,14881.56
2023-12-04,2023-12-22,LONG,20.8915,24.5813,20.3685,478,9986.14,1763.73,1763.73,7.055,time_exit,6645.289999999999,31645.29,16645.29
2023-12-11,2024-01-02,LONG,22.3449,23.4975,21.7856,447,9988.15,515.22,515.22,2.061,time_exit,7160.509999999999,32160.51,17160.51
2024-01-22,2024-01-24,SHORT,26.7343,27.4028,27.4028,374,9998.63,-250.0,-250.0,-1.0,stop_loss,6910.509999999999,31910.51,16910.51
2024-01-08,2024-01-29,LONG,23.8002,27.8621,23.2049,420,9996.07,1706.0,1706.0,6.824,time_exit,8616.509999999998,33616.509999999995,18616.51
2024-01-29,2024-01-30,LONG,27.8621,27.1638,27.1638,358,9974.62,-250.0,-250.0,-1.0,stop_loss,8366.509999999998,33366.509999999995,18366.51
2024-02-05,2024-02-07,SHORT,27.8035,28.4999,28.4999,359,9981.45,-250.0,-250.0,-1.0,stop_loss,8116.509999999998,33116.509999999995,18116.51
2024-02-12,2024-02-23,SHORT,29.0777,29.8066,29.8066,343,9973.66,-250.0,-250.0,-1.0,stop_loss,7866.509999999998,32866.509999999995,17866.51
2024-02-26,2024-03-01,SHORT,29.068,29.7947,29.7947,344,9999.38,-250.0,-250.0,-1.0,stop_loss,7616.509999999998,32616.51,17616.51
2024-03-04,2024-03-08,SHORT,30.4545,31.2167,31.2167,328,9989.06,-250.0,-250.0,-1.0,stop_loss,7366.509999999998,32366.51,17366.51
2024-03-11,2024-03-12,SHORT,28.9801,29.7047,29.7047,345,9998.13,-250.0,-250.0,-1.0,stop_loss,7116.509999999998,32116.51,17116.51
2024-03-18,2024-03-20,SHORT,28.9947,29.7215,29.7215,344,9974.18,-250.0,-250.0,-1.0,stop_loss,6866.509999999998,31866.51,16866.51
2024-03-25,2024-04-02,LONG,30.3733,29.6134,29.6134,329,9992.8,-250.0,-250.0,-1.0,stop_loss,6616.509999999998,31616.51,16616.51
2024-04-01,2024-04-02,LONG,30.3488,29.5889,29.5889,329,9984.74,-250.0,-250.0,-1.0,stop_loss,6366.509999999998,31366.51,16366.509999999998
2024-04-08,2024-04-11,SHORT,29.3492,30.0845,30.0845,340,9978.74,-250.0,-250.0,-1.0,stop_loss,6116.509999999998,31116.51,16116.509999999998
2024-04-15,2024-05-03,SHORT,27.3256,27.7813,28.0106,365,9973.86,-166.32,-166.32,-0.665,time_exit,5950.189999999999,30950.19,15950.189999999999
2024-04-29,2024-05-06,SHORT,27.4089,28.0958,28.0958,364,9976.85,-250.0,-250.0,-1.0,stop_loss,5700.189999999999,30700.19,15700.189999999999
2024-04-22,2024-05-10,LONG,24.9493,28.9915,24.3243,400,9979.71,1616.9,1616.9,6.468,time_exit,7317.089999999998,32317.089999999997,17317.089999999997
2024-05-13,2024-05-15,SHORT,29.1826,29.9136,29.9136,342,9980.46,-250.0,-250.0,-1.0,stop_loss,7067.089999999998,32067.089999999997,17067.089999999997
2024-05-06,2024-05-24,LONG,28.6927,32.0196,27.9743,348,9985.05,1157.76,1157.76,4.631,time_exit,8224.849999999999,33224.85,18224.85
2024-05-20,2024-05-30,LONG,31.4757,30.687,30.687,317,9977.79,-250.0,-250.0,-1.0,stop_loss,7974.8499999999985,32974.85,17974.85
2024-06-03,2024-06-05,SHORT,30.9367,31.7107,31.7107,323,9992.56,-250.0,-250.0,-1.0,stop_loss,7724.8499999999985,32724.85,17724.85
2024-06-17,2024-06-20,LONG,37.6591,36.7157,36.7157,265,9979.67,-250.0,-250.0,-1.0,stop_loss,7474.8499999999985,32474.85,17474.85
2024-06-24,2024-06-25,SHORT,35.2191,36.1025,36.1025,283,9967.0,-250.0,-250.0,-1.0,stop_loss,7224.8499999999985,32224.85,17224.85
2024-06-10,2024-07-01,LONG,33.2347,36.9031,32.4014,300,9970.41,1100.51,1100.51,4.402,time_exit,8325.359999999999,33325.36,18325.36
2024-07-08,2024-07-11,LONG,40.4148,39.4027,39.4027,247,9982.47,-250.0,-250.0,-1.0,stop_loss,8075.359999999999,33075.36,18075.36
2024-07-01,2024-07-18,LONG,36.9031,35.9771,35.9771,270,9963.83,-250.0,-250.0,-1.0,stop_loss,7825.359999999999,32825.36,17825.36
2024-07-22,2024-07-24,LONG,36.4752,35.5628,35.5628,274,9994.2,-250.0,-250.0,-1.0,stop_loss,7575.359999999999,32575.36,17575.36
2024-07-29,2024-07-31,SHORT,32.1961,33.0026,33.0026,310,9980.8,-250.0,-250.0,-1.0,stop_loss,7325.359999999999,32325.36,17325.36
2024-07-15,2024-08-02,SHORT,39.9574,28.8909,40.9574,250,9989.36,2766.62,2766.62,11.066,time_exit,10091.98,35091.979999999996,20091.98
2024-08-19,2024-08-22,LONG,35.0685,34.1913,34.1913,285,9994.52,-250.0,-250.0,-1.0,stop_loss,9841.98,34841.979999999996,19841.98
2024-08-05,2024-08-23,LONG,26.3727,34.6898,25.7131,379,9995.25,3152.18,3152.18,12.609,time_exit,12994.16,37994.16,22994.16
2024-08-12,2024-08-30,LONG,29.1418,33.7454,28.4129,343,9995.63,1579.06,1579.06,6.316,time_exit,14573.22,39573.22,24573.22
2024-08-26,2024-09-16,SHORT,33.6717,32.683,34.5162,296,9966.81,292.63,292.63,1.171,time_exit,14865.849999999999,39865.85,24865.85
2024-09-09,2024-09-27,LONG,29.0729,35.4923,28.3441,343,9972.01,2201.85,2201.85,8.807,time_exit,17067.699999999997,42067.7,27067.699999999997
2024-09-30,2024-10-01,LONG,35.7686,34.8726,34.8726,279,9979.44,-250.0,-250.0,-1.0,stop_loss,16817.699999999997,41817.7,26817.699999999997
2024-09-23,2024-10-01,LONG,34.7488,33.8777,33.8777,287,9972.91,-250.0,-250.0,-1.0,stop_loss,16567.699999999997,41567.7,26567.699999999997
2024-09-16,2024-10-04,LONG,32.683,35.512,31.8634,305,9968.33,862.84,862.84,3.451,time_exit,17430.539999999997,42430.53999999999,27430.539999999997
2024-10-07,2024-10-08,SHORT,34.3426,35.2017,35.2017,291,9993.7,-250.0,-250.0,-1.0,stop_loss,17180.539999999997,42180.53999999999,27180.539999999997
2024-10-14,2024-10-15,LONG,37.5992,36.6558,36.6558,265,9963.8,-250.0,-250.0,-1.0,stop_loss,16930.539999999997,41930.53999999999,26930.539999999997
2024-10-21,2024-10-23,LONG,37.0318,36.1059,36.1059,270,9998.58,-250.0,-250.0,-1.0,stop_loss,16680.539999999997,41680.53999999999,26680.539999999997
2024-10-28,2024-10-29,SHORT,36.9134,37.8393,37.8393,270,9966.61,-250.0,-250.0,-1.0,stop_loss,16430.539999999997,41430.53999999999,26430.539999999997
2024-11-04,2024-11-05,SHORT,34.6732,35.5413,35.5413,288,9985.88,-250.0,-250.0,-1.0,stop_loss,16180.539999999997,41180.53999999999,26180.539999999997
2024-11-11,2024-12-02,SHORT,40.7572,40.698,41.7776,245,9985.51,14.51,14.51,0.058,time_exit,16195.049999999997,41195.049999999996,26195.049999999996
2024-11-25,2024-12-02,SHORT,38.7884,39.7611,39.7611,257,9968.62,-250.0,-250.0,-1.0,stop_loss,15945.049999999997,40945.049999999996,25945.049999999996
2024-11-18,2024-12-09,LONG,37.387,42.2819,36.4507,267,9982.34,1306.92,1306.92,5.228,time_exit,17251.969999999998,42251.97,27251.969999999998
2024-12-09,2024-12-11,SHORT,42.2819,43.3412,43.3412,236,9978.52,-250.0,-250.0,-1.0,stop_loss,17001.969999999998,42001.97,27001.969999999998
2024-12-16,2024-12-18,LONG,46.0319,44.8798,44.8798,217,9988.93,-250.0,-250.0,-1.0,stop_loss,16751.969999999998,41751.97,26751.969999999998
2024-12-02,2024-12-20,LONG,40.698,39.6776,39.6776,245,9971.0,-250.0,-250.0,-1.0,stop_loss,16501.969999999998,41501.97,26501.969999999998
2024-12-23,2024-12-27,LONG,42.1105,41.0556,41.0556,237,9980.18,-250.0,-250.0,-1.0,stop_loss,16251.969999999998,41251.97,26251.969999999998
2024-12-30,2024-12-31,LONG,40.2292,39.2212,39.2212,248,9976.85,-250.0,-250.0,-1.0,stop_loss,16001.969999999998,41001.97,26001.969999999998
2025-01-06,2025-01-07,LONG,42.1847,41.1299,41.1299,237,9997.78,-250.0,-250.0,-1.0,stop_loss,15751.969999999998,40751.97,25751.969999999998
